FileName, Type, Correct, Partially, Missing, Spurious, Recall, Precision, F1
Danh-gia-may-anh-Samsung-ST700-score.xml_00097,Strict,21,2,36,24,0.3559322033898305,0.44680851063829785,0.3962264150943396
Danh-gia-may-chieu-Optoma-HD20LV-score.xml_0009A,Strict,16,2,22,21,0.4,0.41025641025641024,0.4050632911392405
Danh-gia-Nikon-P7000-score.xml_0009D,Strict,37,2,57,43,0.3854166666666667,0.45121951219512196,0.4157303370786517
Danh-gia-Nokia-E6-score.xml_000A0,Strict,28,1,27,24,0.5,0.5283018867924528,0.5137614678899083
Danh-gia-Nokia-N9-score.xml_000A3,Strict,28,10,34,19,0.3888888888888889,0.49122807017543857,0.43410852713178294
Danh-gia-Nokia-X3-Touch-and-Type-score.xml_000A6,Strict,8,4,14,16,0.3076923076923077,0.2857142857142857,0.29629629629629634
Danh-gia-Panasonic-Lumix-FX77-score.xml_000A9,Strict,11,3,14,13,0.39285714285714285,0.4074074074074074,0.39999999999999997
Danh-gia-Pentax-K-5-score.xml_000AC,Strict,18,4,32,32,0.3333333333333333,0.3333333333333333,0.3333333333333333
Danh-gia-pre-ampli-Ayre-KX-R-score.xml_000AF,Strict,18,1,22,17,0.43902439024390244,0.5,0.4675324675324676
Danh-gia-Samsung-Galaxy-Nexus-score.xml_000B2,Strict,211,16,213,221,0.47954545454545455,0.47098214285714285,0.47522522522522526
Danh-gia-Samsung-Galaxy-S-II-score.xml_000B5,Strict,30,6,26,27,0.4838709677419355,0.47619047619047616,0.48
Danh-gia-Samsung-Multiview-MV800-score.xml_000B8,Strict,3,1,4,2,0.375,0.5,0.42857142857142855
Danh-gia-Sony-Ericsson-Vivaz-score.xml_000BB,Strict,11,2,19,12,0.34375,0.44,0.3859649122807018
Danh-gia-Sony-Ericsson-Xperia-Arc-S-score.xml_000BE,Strict,5,0,16,10,0.23809523809523808,0.3333333333333333,0.2777777777777778
Danh-gia-Sony-Ericsson-Xperia-Arc-score.xml_000C1,Strict,25,9,28,21,0.4032258064516129,0.45454545454545453,0.42735042735042733
Danh-gia-tai-nghe-Sennheiser-HD-218-score.xml_000C4,Strict,14,1,30,23,0.3111111111111111,0.3684210526315789,0.3373493975903614
Danh-gia-tai-nghe-Sennheiser-OMX-680i-Sports-score.xml_000C7,Strict,21,3,28,30,0.40384615384615385,0.3888888888888889,0.3962264150943396
De-2-SIM-2-song-pin-cuc-khoe-score.xml_000CA,Strict,33,2,44,55,0.4177215189873418,0.36666666666666664,0.39053254437869817
Dell-Adamo-kiet-tac-duc-ket-score.xml_000CD,Strict,125,7,89,119,0.5656108597285068,0.49800796812749004,0.5296610169491526
Dell-Mini-10-su-lua-chon-nua-voi-score.xml_000D0,Strict,45,11,54,63,0.4090909090909091,0.37815126050420167,0.39301310043668125
Dien-thoai-la---Motorola-BackFlip-score.xml_000D3,Strict,16,1,24,22,0.3902439024390244,0.41025641025641024,0.4
Doanh-nhan-HP-Compaq-2230s-score.xml_000D6,Strict,35,6,29,46,0.5,0.40229885057471265,0.4458598726114649
Dung-thu-laptop-Acer-Aspire-4738Z-score.xml_000D9,Strict,8,4,18,9,0.26666666666666666,0.38095238095238093,0.3137254901960784
Dung-thu-Sony-Cyber-shot-T90-score.xml_000DC,Strict,77,7,66,96,0.5133333333333333,0.42777777777777776,0.4666666666666667
Edge-mang-luong-gio-moi-cho-ThinkPad-score.xml_000DF,Strict,36,3,45,60,0.42857142857142855,0.36363636363636365,0.3934426229508197
Eee-PC-1000H-giao-thoi-netbook-va-ultraportable-score.xml_000E2,Strict,68,3,51,64,0.5573770491803278,0.5037037037037037,0.5291828793774318
Eee-PC-1008HA-Seashell-score.xml_000E5,Strict,59,5,60,60,0.47580645161290325,0.47580645161290325,0.47580645161290325
FPT-F99---di-dong-bat-chuoc-smartphone-score.xml_000E8,Strict,16,0,5,5,0.7619047619047619,0.7619047619047619,0.7619047619047619
FX48-ban-Lumix-mo-nhat-score.xml_000EB,Strict,79,6,80,97,0.47878787878787876,0.4340659340659341,0.4553314121037464
Gateway-P7804G-score.xml_000EE,Strict,72,4,51,61,0.5669291338582677,0.5255474452554745,0.5454545454545454
